date,modis_valid_pixels,paired_modis_pixels,mean_hls_30m_pixels_per_modis_pair,ndvi_modis_mean,ndvi_hls_mean,ndvi_bias_modis_minus_hls,ndvi_mae,ndvi_rmse,ndvi_corr,fai1240_vs_hls_modis_mean,fai1240_vs_hls_hls_mean,fai1240_vs_hls_bias_modis_minus_hls,fai1240_vs_hls_mae,fai1240_vs_hls_rmse,fai1240_vs_hls_corr,note
20240514,944,924,283.3766233766234,-0.277005581757723,-0.3421404392126561,0.0651348574549331,0.06855178631017639,0.07498620574916878,0.7882577864986846,-0.02964820308022169,-4.3700502880171075e-06,-0.029643833029933665,0.03012526553240286,0.03090262048384421,0.8555530963918129,FAI comparison is approximate because HLS FAI and MODIS FAI_1240 use different bandpasses.
20240517,1193,101,198.2871287128713,-0.19461214146807349,-0.26532460659276247,0.07071246512468904,0.2787240226740142,0.35311064448439655,0.48598213018413233,0.0026210764801074373,-2.4039625514704933e-06,0.0026234804426589083,0.0402113312461669,0.054232441649784024,0.6673444058358403,FAI comparison is approximate because HLS FAI and MODIS FAI_1240 use different bandpasses.
20240731,1207,138,135.16666666666666,-0.3002639737273769,-0.37696754153235357,0.07670356780497664,0.19263688811157492,0.290952508899443,0.8032552530943452,-0.006450694203680462,-1.9657851845859544e-06,-0.006448728418495875,0.051079062538338,0.06343732377003994,0.7477915360794721,FAI comparison is approximate because HLS FAI and MODIS FAI_1240 use different bandpasses.
