date,crs,width,height,count,nodata,valid_pixels,valid_area_km2,ndvi_min,ndvi_max,ndvi_mean,fai1640_min,fai1640_max,fai1640_mean,fai1240_min,fai1240_max,fai1240_mean
20240612,EPSG:32651,101,139,6,-9999.0,37,9.25,-0.24099516868591309,-0.21873727440834045,-0.2287887612710128,-0.04368562996387482,-0.03407929465174675,-0.039069409406668434,-0.03253832086920738,-0.025528740137815475,-0.029054626319054012
20240613,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240614,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240615,EPSG:32651,101,139,6,-9999.0,550,137.5,-0.9914712309837341,0.6681444048881531,-0.4191061169180003,-0.057051658630371094,0.18764492869377136,-0.03995280791074038,-0.04277680814266205,0.1430547833442688,-0.030916639263318342
20240616,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240617,EPSG:32651,101,139,6,-9999.0,12,3.0,-0.21585902571678162,0.5688287615776062,0.046597799907128014,-0.035571858286857605,0.101713165640831,0.00968071228514115,-0.022360840812325478,0.0715317651629448,0.005205532652325928
20240618,EPSG:32651,101,139,6,-9999.0,2106,526.5,-0.6299212574958801,0.6837696433067322,-0.47687576587045705,-0.056536681950092316,0.2947961688041687,-0.040458648289016075,-0.05117646977305412,0.2286989986896515,-0.029466045463076507
20240619,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240620,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240621,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240622,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240623,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240624,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240625,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240626,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240627,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240628,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240629,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240630,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240701,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240702,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240703,EPSG:32651,101,139,6,-9999.0,1502,375.5,-0.9594383835792542,0.6717522144317627,-0.5357469858604169,-0.08028552681207657,0.27303075790405273,-0.03495239087823188,-0.06217697635293007,0.21653848886489868,-0.026391343416530794
20240704,EPSG:32651,101,139,6,-9999.0,51,12.75,-0.255057156085968,0.5354838967323303,-0.05476976638915492,-0.041901908814907074,0.11976311355829239,-0.0037083374507560886,-0.03201042115688324,0.09657210111618042,-0.0029837930136743713
20240705,EPSG:32651,101,139,6,-9999.0,2103,525.75,-0.9940652847290039,0.7961896061897278,-0.5144048560077712,-0.041414774954319,0.2881288528442383,-0.01967551718526655,-0.049154285341501236,0.22255748510360718,-0.015542099199523289
20240706,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240707,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240708,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240709,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240710,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240711,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240712,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240713,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240714,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240715,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240716,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240717,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240718,EPSG:32651,101,139,6,-9999.0,1699,424.75,-0.9933993220329285,0.9522404074668884,-0.38182732678008097,-0.044937990605831146,0.32011356949806213,-0.013560345764911334,-0.049785714596509933,0.24782723188400269,-0.009451310514028964
20240719,EPSG:32651,101,139,6,-9999.0,478,119.5,-0.9735099077224731,0.9827451109886169,-0.2603319532327572,-0.03775879368185997,0.15174652636051178,-0.015540238147992134,-0.02871512621641159,0.119661346077919,-0.009413266336500536
20240720,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240721,EPSG:32651,101,139,6,-9999.0,1,0.25,0.2648681700229645,0.2648681700229645,0.2648681700229645,0.0749044194817543,0.0749044194817543,0.0749044194817543,0.062164537608623505,0.062164537608623505,0.062164537608623505
20240722,EPSG:32651,101,139,6,-9999.0,149,37.25,-0.9849624037742615,0.9329268336296082,-0.1558285802602768,-0.04061075299978256,0.2992970943450928,-0.0013415876536898865,-0.031580839306116104,0.2516043782234192,-0.0018419119476296957
20240723,EPSG:32651,101,139,6,-9999.0,279,69.75,-0.9714285731315613,0.9436253309249878,-0.17539452928982968,-0.03203055262565613,0.19313175976276398,-0.00208081984325015,-0.025271764025092125,0.15842537581920624,-0.0007697268556903607
20240724,EPSG:32651,101,139,6,-9999.0,277,69.25,-0.978723406791687,0.6641366481781006,-0.4265730523568198,-0.05422753840684891,0.2789510488510132,-0.026983718689958084,-0.04163714125752449,0.26560908555984497,-0.019015261792453404
20240725,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240726,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240727,EPSG:32651,101,139,6,-9999.0,0,0.0,,,,,,,,,
20240728,EPSG:32651,101,139,6,-9999.0,56,14.0,-0.13465426862239838,0.9722562432289124,0.1524047303329488,-0.027272764593362808,0.21923668682575226,0.05177814775587259,-0.013242521323263645,0.17618991434574127,0.04827571710172508
20240729,EPSG:32651,101,139,6,-9999.0,5753,1438.25,-0.7218710780143738,0.7920068502426147,-0.3072128478084268,-0.06276301294565201,0.3431811034679413,-0.02333413509283918,-0.07300789654254913,0.2852136194705963,-0.01315232820308478
20240730,EPSG:32651,101,139,6,-9999.0,6605,1651.25,-0.7272727489471436,0.831472635269165,-0.4161771254727591,-0.06448834389448166,0.30612674355506897,-0.03478101331419595,-0.05789025127887726,0.23405176401138306,-0.023547180882341198
20240731,EPSG:32651,101,139,6,-9999.0,1207,301.75,-0.8425531983375549,0.8066975474357605,-0.5106199020332739,-0.0646406039595604,0.2592872381210327,-0.04365997452114484,-0.05078117549419403,0.20831310749053955,-0.03289859249577152
